"","FileName","SceneTemperature","ImagerTemperatureC","GPSLatitude","GPSLongitude","GPSAltitude"
"311","IMG_0334_6.tif",37.21,38.360009765625,44.1576009,-122.2850518,492.853
"312","IMG_0335_6.tif",36.83,38.3300109863281,44.1578023,-122.2850497,492.871
"313","IMG_0336_6.tif",36.31,38.3099914550781,44.1580612,-122.2850481,493.1
"314","IMG_0337_6.tif",32.03,38.2499938964844,44.1582919,-122.2850477,492.996
"315","IMG_0338_6.tif",34.85,38.2300048828125,44.1584505,-122.2850442,493.045
"316","IMG_0339_6.tif",32.55,38.2099853515625,44.1586814,-122.2850438,493.127
"317","IMG_0340_6.tif",34.5700000000001,38.1700073242188,44.1589117,-122.285046,493.223
"318","IMG_0341_6.tif",35.5700000000001,38.1400085449219,44.1590979,-122.2850447,493.007
"319","IMG_0342_6.tif",31.53,38.110009765625,44.159343,-122.2850464,492.957
"320","IMG_0343_6.tif",31.15,38.1,44.1595602,-122.2850511,492.861
"321","IMG_0344_6.tif",32.31,38.0500122070313,44.1598194,-122.2850507,492.903
"322","IMG_0345_6.tif",33.73,38.0200134277344,44.1600057,-122.2850539,492.926
"323","IMG_0346_6.tif",38.03,37.9999938964844,44.1601906,-122.2850503,492.701
"324","IMG_0347_6.tif",36.93,37.9800048828125,44.1604676,-122.2850465,493.166
"325","IMG_0348_6.tif",38.29,37.9699951171875,44.1605589,-122.2850477,492.97
"326","IMG_0349_6.tif",37.59,37.9599853515625,44.1605542,-122.2850433,492.709
"327","IMG_0350_6.tif",36.65,37.9500061035156,44.160555,-122.2849402,492.526
"328","IMG_0351_6.tif",36.77,37.9399963378906,44.1605563,-122.2846324,492.685
"329","IMG_0352_6.tif",37.91,37.9399963378906,44.1605575,-122.2843161,492.889
"330","IMG_0353_6.tif",38.45,37.9500061035156,44.1605582,-122.2842155,492.74
"331","IMG_0354_6.tif",37.0700000000001,37.9399963378906,44.1605402,-122.2842222,492.421
"332","IMG_0355_6.tif",38.65,37.9500061035156,44.1602975,-122.2842178,492.611
"333","IMG_0356_6.tif",40.31,37.9500061035156,44.160169,-122.2842162,492.612
"334","IMG_0357_6.tif",35.81,37.9599853515625,44.1598946,-122.2842151,493.026
"335","IMG_0358_6.tif",37.0700000000001,37.9800048828125,44.1596784,-122.2842146,493.147
"336","IMG_0359_6.tif",32.99,37.9800048828125,44.1595208,-122.2842163,492.99
"337","IMG_0360_6.tif",33.05,38.0100036621094,44.1593337,-122.2842173,492.879
"338","IMG_0361_6.tif",30.41,38.0200134277344,44.1590003,-122.2842138,493.001
"339","IMG_0362_6.tif",32.21,38.0500122070313,44.1588709,-122.284214,493.158
"340","IMG_0363_6.tif",31.89,38.0599914550781,44.158612,-122.2842142,493.616
"341","IMG_0364_6.tif",32.45,38.0800109863281,44.1584251,-122.2842113,493.684
"342","IMG_0365_6.tif",33.73,38.110009765625,44.1582085,-122.2842127,493.526
"343","IMG_0366_6.tif",33.55,38.1199890136719,44.1580354,-122.2842139,493.369
"344","IMG_0367_6.tif",36.7500000000001,38.1499877929688,44.1577472,-122.2842119,493.105
"345","IMG_0368_6.tif",36.99,38.1700073242188,44.1575758,-122.2842152,492.717
"346","IMG_0369_6.tif",35.85,38.2099853515625,44.1572596,-122.2842158,492.66
"347","IMG_0370_6.tif",35.71,38.2099853515625,44.1571443,-122.2842158,492.625
"348","IMG_0371_6.tif",37.23,38.2400146484375,44.1569144,-122.2842168,492.636
"349","IMG_0372_6.tif",37.47,38.2799926757813,44.1566411,-122.2842154,492.663
"350","IMG_0373_6.tif",37.77,38.2900024414063,44.1564674,-122.2842144,492.575
"351","IMG_0374_6.tif",36.73,38.3200012207031,44.1563235,-122.284214,492.571
"352","IMG_0375_6.tif",38.03,38.339990234375,44.1560626,-122.2842164,492.481
"353","IMG_0376_6.tif",37.0700000000001,38.3699890136719,44.1560456,-122.2842115,492.283
"354","IMG_0377_6.tif",37.49,38.3900085449219,44.156083,-122.2843173,491.901
